date,ETF01,ETF02,ETF03,ETF04,ETF05,ETF06
2016-01-05,0.012473793059661951,0.0017398095949967,0.025205869475714363,0.016611635910522497,-9.739949963136306e-05,0.00232076554018302
2016-01-06,0.00027922649032929565,-0.00226032431611047,-0.020740524383285244,-0.017728980059724467,0.010786751397890348,0.001852701980691383
2016-01-07,-0.0186838550129283,-0.015645044921414754,-0.01983230809648587,-0.026048986363134703,-0.0018485421228785501,-0.0037752624361483736
2016-01-08,-0.03045715861977877,-0.02172873445239883,-0.027819885887915077,-0.030287723153621132,-0.008535569097763002,0.0030478173260970578
2016-01-11,-0.012271243774457454,-0.013548569540505666,0.0,-0.005336517485782723,-0.0023990858243504378,-0.0042429085980883905
2016-01-12,0.01271714116695955,0.022808657090542573,0.00034608856733996573,0.008288939981014156,0.00944199597266474,-0.0007310710952745665
2016-01-13,0.00830803565576885,-0.006140998274770493,0.009470570103424699,0.006464942546256949,0.0028203763066341216,0.0025231728384507105
2016-01-14,-0.01995107601098308,-0.01316349970651532,-0.0110288797235127,-0.014753882527271157,-0.0014336267187146003,-0.0003979673757740846
2016-01-15,-0.012080811050801407,-0.01335102060059805,-0.027225695858064686,-0.038174835724751235,0.00672676560008852,0.0020545294689572505
2016-01-18,-0.005550732458081259,-0.02221117635729701,0.0030225284119402623,0.011667226466445796,-0.005933274434205018,6.627009003942846e-05
2016-01-19,0.009076453288026625,0.024507120824309694,0.01112196561808274,0.012739086257064542,0.0010969069731047668,0.0008602033807133628
2016-01-20,-0.03354928656594429,-0.04071808409651144,-0.051330228096084486,-0.03496214318521134,0.005026555912090781,-0.0004630789522312292
2016-01-21,0.02572517234088523,0.017974968755853277,0.01667774088190587,0.023443341355079278,0.0012138110347717208,0.004753433489206929
2016-01-22,0.01451802945489788,0.022818215477225002,0.0320156269260591,0.02409752942634625,-0.0037482870556566857,-0.0017799159121099028
2016-01-25,0.004030728012085705,0.007095218255209376,-0.00529480682993796,-0.0035777896075703734,0.008708615365778676,0.0010551548245741932
2016-01-26,-0.004820544078387418,-0.0007213842231825979,-0.00035392283555285987,0.0005972068824963518,-0.0037999231835814705,0.003552824934079366
2016-01-27,0.0037123857782730874,0.012602884980820708,0.012140531154325599,0.0035756573792152736,-0.0022153396765130194,0.0003940693269332282
2016-01-28,-0.014790918099582377,-0.025803004354160743,-0.015864981674905514,-0.00536834906105109,-0.0013197272082801684,0.0016399360032648843
2016-01-29,0.014037931479835359,0.028517536359644664,0.032342689531487244,0.033522786057221546,0.004021179591509451,0.006077011896513562
