date,portfolio_return
2017-01-05,-0.0021498372822149475
2017-01-06,-0.00321145697181369
2017-01-09,0.003829847292190397
2017-01-10,-0.00026874246087816157
2017-01-11,0.0025791626427687534
2017-01-12,-0.0002575757385634452
2017-01-13,-0.002055600783918147
2017-01-16,0.0008088981413154404
2017-01-17,0.0011858062515525997
2017-01-18,-0.003806491956984967
2017-01-19,-0.001236402467649811
2017-01-20,-0.0037105613987379266
2017-01-23,0.00276753486752557
2017-01-24,-0.0030731391336377063
2017-01-25,-0.003011380795663595
2017-01-26,-0.004143261325788011
2017-01-27,0.0007266410229265325
2017-01-30,-0.003140940564650303
2017-01-31,0.0015272871791705016
2017-02-01,-0.0037365786768060348
2017-02-02,0.004372604566109914
2017-02-03,-0.0008043224471590013
2017-02-06,-0.004156752683098194
2017-02-07,0.0020362544586589276
2017-02-08,0.005637664164739346
2017-02-09,0.0023135133350551704
2017-02-10,-0.002728336307005474
2017-02-13,0.0014712718185979465
2017-02-14,-0.00045288573238542334
2017-02-15,-2.489388645720138e-05
2017-02-16,0.003657743509693925
2017-02-17,-0.0010711708003992714
2017-02-20,0.0005031682823080447
2017-02-21,-0.0020182744070197686
2017-02-22,0.003045039302550327
2017-02-23,0.0013160833519441338
2017-02-24,0.0033327626606441656
2017-02-27,0.0013864254931355883
2017-02-28,0.0010053981693789952
2017-03-01,-0.0021832291961441626
2017-03-02,-0.0014061510393480565
2017-03-03,-0.000499350183813287
2017-03-06,-0.0021117646928988107
2017-03-07,1.1442735597530062e-05
2017-03-08,-0.004482997331375237
2017-03-09,-0.002146263805264502
2017-03-10,-0.004558446689261603
2017-03-13,-0.0007727553598612602
2017-03-14,0.0009642045528926826
2017-03-15,0.00465686704239438
2017-03-16,-0.004320606127385765
2017-03-17,-0.0006318887873390016
2017-03-20,0.00038597973304920174
2017-03-21,0.0004974294554066283
2017-03-22,0.0028896495070293566
2017-03-23,0.00015396145188007685
2017-03-24,0.002461455538382345
2017-03-27,-0.000245808997226231
2017-03-28,0.0020883207443444397
2017-03-29,0.0034106229520586276
2017-03-30,0.0008561636901804723
2017-03-31,-0.0003097520974818481
2017-04-03,0.0014561986154100711
2017-04-04,0.0017502962556338471
2017-04-05,-8.443558764686155e-05
2017-04-06,-0.00019659850341492187
2017-04-07,0.0027714518648737627
2017-04-10,-0.000754585753125082
2017-04-11,-0.0012928582610011595
