date,portfolio_return
2017-01-05,-0.002213799906938241
2017-01-06,-0.0034216230790147725
2017-01-09,0.00392221678591175
2017-01-10,-0.0004128214995224648
2017-01-11,0.002656441234081689
2017-01-12,-0.0007363393489015929
2017-01-13,-0.0018436496673618213
2017-01-16,0.0007227160380712174
2017-01-17,0.0010305834259063847
2017-01-18,-0.004047878715673648
2017-01-19,-0.001046452362287946
2017-01-20,-0.0036012120556295525
2017-01-23,0.0023355910196063753
2017-01-24,-0.0030929282721495967
2017-01-25,-0.002475474488710253
2017-01-26,-0.0036712622759189884
2017-01-27,0.0007418730465439973
2017-01-30,-0.0032457983304722093
2017-01-31,0.001231580610220489
2017-02-01,-0.0035431994723496836
2017-02-02,0.0040900610736707655
2017-02-03,-0.000299117794436163
2017-02-06,-0.0037812117757431963
2017-02-07,0.0024213553678019226
2017-02-08,0.005730239374630181
2017-02-09,0.001987376770749544
2017-02-10,-0.002329202014451902
2017-02-13,0.0016300237941206943
2017-02-14,-0.0005392825916837649
2017-02-15,0.00019075895610343218
2017-02-16,0.0033939443897860323
2017-02-17,-0.001235502933426113
2017-02-20,0.0009828507727152511
2017-02-21,-0.001635001698789228
2017-02-22,0.0031793862487986837
2017-02-23,0.001388076437120235
2017-02-24,0.0030409383395393853
2017-02-27,0.001654769464175228
2017-02-28,0.0005436715908858357
2017-03-01,-0.0021819080854678556
2017-03-02,-0.0012353618972151508
2017-03-03,-0.0006062409800872065
2017-03-06,-0.0024552628136927076
2017-03-07,0.00015051629439316583
2017-03-08,-0.004403784469033589
2017-03-09,-0.001964507859483062
2017-03-10,-0.0045354659720372725
2017-03-13,-0.0012153108077794005
2017-03-14,0.0011125534073406118
2017-03-15,0.004692670930807684
2017-03-16,-0.004431631493803992
2017-03-17,-0.0006799755214878343
2017-03-20,0.0005563368055384215
2017-03-21,0.0005423101934685791
2017-03-22,0.0025245813528025286
2017-03-23,0.0001810091336089865
2017-03-24,0.0024489139643597015
2017-03-27,-0.0005089568055379162
2017-03-28,0.0020015559201060867
2017-03-29,0.0034607672621794084
2017-03-30,0.001026372886258289
2017-03-31,-4.881244547643728e-06
2017-04-03,0.0016745596615303704
2017-04-04,0.0022491934483777165
2017-04-05,0.0008206786423780293
2017-04-06,-0.00037294121112414736
2017-04-07,0.002264927573282232
2017-04-10,0.00011270664662661257
2017-04-11,-0.002392080181642023
2017-04-12,0.0007835037097008038
2017-04-13,-0.0018629682874649056
2017-04-18,0.0015157952769057352
2017-04-19,-0.0016482132026916215
2017-04-20,0.00027828348077062485
2017-04-21,-0.00019682234031955233
2017-04-24,0.001624143929696034
2017-04-25,-0.002230000853876663
2017-04-26,-0.0007419341399615584
2017-04-27,0.003024852746596104
2017-04-28,-1.9857624532540453e-05
2017-05-02,-0.0008764973199378936
2017-05-03,0.0004580051962785873
2017-05-04,-0.00013395477592192625
2017-05-05,-0.0004900142406047659
2017-05-08,-0.0007761206502664431
2017-05-09,-0.0005320913516591131
2017-05-10,0.0016742254920517992
2017-05-11,-0.0018135631799264067
2017-05-12,0.0028092995948021597
2017-05-15,-0.001558971146146184
2017-05-16,-0.00020073535824504697
2017-05-17,-0.00012527255407521112
2017-05-18,-3.2759872480406975e-05
2017-05-19,0.0017266789956419109
2017-05-22,-0.0027489972600077085
2017-05-23,0.00019446940598068308
2017-05-24,0.0007587834640837647
2017-05-25,0.0023354416910798675
2017-05-26,0.0023343426111576263
2017-05-30,0.0016180487130379598
2017-05-31,-0.0012524892725785785
2017-06-01,-0.001633319243125755
2017-06-02,0.0025635831067726727
2017-06-05,-0.0010456668383708157
2017-06-06,0.0018187855752254175
2017-06-07,-0.001345348941029707
2017-06-08,0.0032499097409573454
2017-06-09,0.0038279998271685944
2017-06-12,0.00027592898536877805
2017-06-13,0.000941566384688742
2017-06-14,0.0024957369641781984
2017-06-15,-0.00442507317541875
2017-06-16,0.001261026040775493
2017-06-19,0.0007812090095450757
2017-06-20,0.002626549903518287
2017-06-21,-4.131095762466806e-05
2017-06-22,-4.18064919700837e-05
2017-06-23,0.00019034012652571872
2017-06-27,-0.0074933713726323126
2017-06-28,-0.0019266267402467665
2017-06-29,-0.00822529982375858
2017-06-30,-0.0015140491460363414
2017-07-03,0.0010321001484290852
2017-07-04,0.00034946453861198624
2017-07-05,0.0009958216071983968
2017-07-06,-0.0004388899103157587
2017-07-07,-0.009614544474391343
2017-07-10,0.003135862401101708
2017-07-11,-0.0006834663154509605
2017-07-12,0.0005222284107247912
2017-07-13,0.0013320114465773104
2017-07-14,0.0008370978102302427
2017-07-17,-0.0007018478807253111
2017-07-18,0.004386080473124396
2017-07-19,-0.0007857762849988927
2017-07-20,0.0008947475435269447
2017-07-21,-0.0023798738763100534
2017-07-24,0.0036594391111460893
2017-07-25,0.0014518753998665882
2017-07-26,-0.00018916574417430772
2017-07-27,-0.0027908430184691835
2017-07-28,-0.0001739368609635734
2017-07-31,-0.0007903536020968302
