date,etf_id,isin,ticker,open,high,low,close,adjusted_close,volume,currency,source,download_date
2016-01-04,ETF02,IE00B4K48X80,SMEA,31.81999969482422,32.00400161743164,31.46500015258789,31.46500015258789,31.46500015258789,2434.0,GBP,Yahoo Finance via yfinance (SMEA.L) used through 2023-11-24,2026-04-17
2016-01-05,ETF02,IE00B4K48X80,SMEA,31.61000061035156,31.61000061035156,31.28199958801269,31.48500061035156,31.48500061035156,965.0,GBP,Yahoo Finance via yfinance (SMEA.L) used through 2023-11-24,2026-04-17
2016-01-06,ETF02,IE00B4K48X80,SMEA,31.25,31.546499252319336,31.12999916,31.28499984741211,31.28499984741211,370.0,GBP,Yahoo Finance via yfinance (SMEA.L) used through 2023-11-24,2026-04-17
2016-01-07,ETF02,IE00B4K48X80,SMEA,30.770000457763672,31.06999969482422,30.459999084472656,30.96500015258789,30.96500015258789,1549.0,GBP,Yahoo Finance via yfinance (SMEA.L) used through 2023-11-24,2026-04-17
2016-01-08,ETF02,IE00B4K48X80,SMEA,31.06999969482422,31.18000030517578,30.709999084472656,30.725000381469727,30.725000381469727,85527.0,GBP,Yahoo Finance via yfinance (SMEA.L) used through 2023-11-24,2026-04-17
2016-01-11,ETF02,IE00B4K48X80,SMEA,30.690000534057617,30.76000022888184,30.665000915527344,30.565000534057617,30.565000534057617,2333.0,GBP,Yahoo Finance via yfinance (SMEA.L) used through 2023-11-24,2026-04-17
2016-01-12,ETF02,IE00B4K48X80,SMEA,31.13999938964844,31.13999938964844,31.13999938964844,30.989999771118164,30.989999771118164,4.0,GBP,Yahoo Finance via yfinance (SMEA.L) used through 2023-11-24,2026-04-17
2016-01-13,ETF02,IE00B4K48X80,SMEA,30.989999771118164,30.989999771118164,30.989999771118164,30.989999771118164,30.989999771118164,0.0,GBP,Yahoo Finance via yfinance (SMEA.L) used through 2023-11-24,2026-04-17
2016-01-14,ETF02,IE00B4K48X80,SMEA,30.600000381469727,30.63999938964844,30.549999237060547,30.76499938964844,30.76499938964844,861.0,GBP,Yahoo Finance via yfinance (SMEA.L) used through 2023-11-24,2026-04-17
2016-01-15,ETF02,IE00B4K48X80,SMEA,30.170000076293945,30.363000869750977,30.0629997253418,30.24500084,30.24500084,890.0,GBP,Yahoo Finance via yfinance (SMEA.L) used through 2023-11-24,2026-04-17
2016-01-18,ETF02,IE00B4K48X80,SMEA,30.200000762939453,30.21999931335449,30.092500686645508,30.065000534057617,30.065000534057617,969.0,GBP,Yahoo Finance via yfinance (SMEA.L) used through 2023-11-24,2026-04-17
2016-01-19,ETF02,IE00B4K48X80,SMEA,30.420000076293945,30.75,30.420000076293945,30.78499984741211,30.78499984741211,11384.0,GBP,Yahoo Finance via yfinance (SMEA.L) used through 2023-11-24,2026-04-17
