date,ETF01,ETF02,ETF03,ETF04,ETF05,ETF06
2017-01-05,0.023799972103293102,0.01168515011229312,0.01306277033349424,4.824699667560495e-18,0.0766381354802914,0.8748139719706282
2017-02-03,0.02973846479120528,0.02228442108381839,0.027553792030764808,5.022905377218001e-19,0.05840578973791144,0.8620175323563001
2017-03-06,0.04573934374904796,0.006060775470489737,0.041985102511420826,0.0019486877639054597,0.07083956699808869,0.8334265235070474
2017-04-04,0.05387123946326465,0.007287891358042002,0.0561195742050571,0.0,0.036287960588100396,0.8464333343855358
2017-05-08,0.04863241481216554,0.0032588374185389722,0.08896028705393333,0.0,0.03529374383956749,0.8238547168757947
2017-06-07,0.069195610734311,0.011307611547419534,0.07396922196740421,2.818925648462312e-18,0.03265925993897605,0.8128682958118892
2017-07-07,0.05580641039777728,0.007846204936479457,0.11560005164649015,1.4094628242311558e-17,0.04055067741325139,0.7801966556060017
2017-08-07,1.2414114874959026e-17,0.06272293588659784,0.1285966189106143,0.0,0.2526245602229554,0.5560558849798325
2017-09-06,0.03349834032779186,0.024732774350953706,0.14673344084258585,0.0,0.08471905016273634,0.7103163943159322
2017-10-05,1.214306433183765e-17,0.013956099812645182,0.14752410266870006,0.036611391101420865,0.27469312151273234,0.5272152849045015
2017-11-03,0.0,0.026852143866791814,0.1306136999825765,0.03799448526750621,0.2638334123781044,0.5407062585050211
2017-12-04,0.1045098589910745,0.0,0.06530663497846166,0.028889486853239704,0.017988692722237694,0.7833053264549865
2018-01-05,0.07909766712291125,0.004523822428181732,0.04774522830053032,0.045361377251374,0.011631807716509783,0.8116400971804929
2018-02-05,0.06752688517976149,0.035264710718797956,0.039165952194211,0.007760588806019336,0.010718443214244552,0.8395634198869657
2018-03-06,0.018120125869734386,0.07127545690272573,0.0,0.006433223876613843,0.04100184576480375,0.8631693475861223
2018-04-06,0.018821345490836985,0.054329477430071736,0.0,0.006218663143952057,0.03604196254755175,0.8845885513875875
2018-05-09,0.025039348257210565,0.05167244520711805,0.00107381355095666,0.0017351186520156866,0.011233168597997568,0.9092461057347015
2018-06-08,0.005605064547271653,0.04405532118798422,0.02993145674994489,0.0,0.07939339776472677,0.8410147597500724
2018-07-09,0.0,0.03785768308498037,0.04521328074650278,0.010575101779195007,0.06670138543102615,0.8396525489582957
2018-08-07,0.0,0.03191222906521187,0.04975366987300448,0.00021938543244198055,0.04220858322860151,0.8759061324007402
2018-09-06,0.0,0.03146568333231161,0.05139375874289134,0.0010623524330309361,0.04963852550485833,0.8664396799869077
2018-10-08,1.0842021724855044e-18,0.05223217753806242,5.421010862427522e-19,0.030319813228577797,0.08665316788013122,0.8307948413532286
2018-11-06,0.0,0.028442919672107943,0.03228276274493234,0.009297393962029133,0.07594755251050304,0.8540293711104276
2018-12-05,0.0,0.019000544017922522,0.03809714650656752,0.003010198825315243,0.06627672202503725,0.8736153886251575
2019-01-10,0.0,0.027241536463664822,0.020249191559973272,0.007580535679402654,0.0682790706346395,0.8766496656623197
2019-02-08,0.0,0.01655434452563975,0.03471372693647803,0.0018115912260419202,0.065143454788736,0.8817768825231043
2019-03-11,0.0,1.3877787807814454e-17,0.06960195258437556,1.3877787807814454e-17,0.07446288653099035,0.855935160884634
2019-04-09,6.93889390390723e-18,0.0,0.08355246827625536,8.673617379884037e-19,0.07714935617703675,0.8392981755467079
2019-05-14,0.0,1.2034644114589099e-17,0.10963816618477955,6.5052130349130266e-18,0.10328963848779572,0.7870721953274247
2019-06-17,0.0,2.862293735361732e-17,0.10025193953446075,2.6020852139652106e-18,0.07233207352260387,0.8274159869429353
2019-07-16,8.023096076392733e-18,0.06775399707857835,0.0622366212369546,0.025204048000724937,0.42088948534915505,0.42391584833458706
2019-08-14,0.0,0.05937661611740809,0.0585256601971962,0.03848164781826238,0.42194591445515245,0.42167016141198094
2019-09-13,0.0,0.056776331169311176,0.05965335066158959,0.038869989637434106,0.42453494904227124,0.420165379489394
2019-10-15,2.1575623232461538e-17,0.06491327527471473,0.07792723104957881,0.031094964278839125,0.41480988850058986,0.4112546408962775
2019-11-13,0.0,0.057438589444449996,0.09021183916183571,0.0377283647251321,0.3976722760748043,0.41694893059377786
2019-12-12,0.036096937851122925,0.035808587905660924,0.0,0.03109535728501279,0.10751483304169618,0.7894842839165072
2020-01-17,7.060866648311848e-18,0.028314142812262917,0.08896373035684686,0.06896237210851539,0.3708708333621061,0.4428889213602688
2020-02-17,0.010057367672732388,0.02129784263695197,0.07704294237095549,0.08142587227735192,0.3818228220335594,0.4283531530084488
2020-03-17,0.02541133320488272,0.0,9.75781955236954e-18,0.0,0.14218724724484416,0.8324014195502731
2020-04-17,0.02270121600067266,3.469446951953614e-18,0.0,0.0,0.1394409399861654,0.837857844013162
2020-05-20,0.018982433533539487,0.0,0.0,8.673617379884035e-19,0.15127717046279712,0.8297403960036633
2020-06-22,0.025923769017396424,0.0,1.6263032587282567e-18,1.3552527156068805e-18,0.14309734918148212,0.8309788818011214
2020-07-21,0.028905708594244423,0.0,0.0,3.9979955110402976e-19,0.13813724026687801,0.8329570511388776
2020-08-19,0.02620822914131455,0.0,0.0,0.0,0.14232195718592874,0.8314698136727567
2020-09-18,0.021792417439883627,0.0,4.336808689942018e-19,2.8189256484623115e-18,0.1357490985285877,0.8424584840315287
2020-10-19,0.01962860957887028,8.673617379884035e-19,0.0,4.336808689942018e-19,0.1415763715651053,0.8387950188560244
2020-11-17,0.015598502329164536,0.0027681331870030826,1.8973538018496324e-18,0.0,0.13271401533246768,0.8489193491513646
2020-12-16,0.014421560085069424,0.0032975144876223822,0.0,0.0,0.1282689026908725,0.8540120227364357
2021-01-21,0.017584227136248617,4.336808689942018e-19,0.0,0.0,0.13657784924237673,0.8458379236213747
2021-02-19,0.014572633851100929,1.951563910473908e-18,0.0,0.0,0.14522329653651198,0.8402040696123871
2021-03-22,0.0,0.02427090679744305,0.03868929265170216,0.0,0.07426961479747105,0.8627701857533838
